# BUSCO version is: 5.4.5 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
7982at4891	Complete	tig00000010	758671	761331	-	949.0	674	https://www.orthodb.org/v10?query=7982at4891	Multiple RNA-binding domain-containing protein 1
8010at4891	Complete	tig00000014	477897	479315	-	736.5	396	https://www.orthodb.org/v10?query=8010at4891	Trehalose-6-phosphate synthase
8023at4891	Complete	tig00000031	223208	225103	-	487.3	457	https://www.orthodb.org/v10?query=8023at4891	SH3 domain
8037at4891	Complete	tig00000078	516824	519250	-	295.9	443	https://www.orthodb.org/v10?query=8037at4891	Tetratricopeptide-like helical domain superfamily
8044at4891	Complete	tig00000010	112618	114030	+	753.4	389	https://www.orthodb.org/v10?query=8044at4891	RuvB-like helicase
8064at4891	Complete	tig00000039	127816	129609	+	757.8	508	https://www.orthodb.org/v10?query=8064at4891	Protein phosphatase PP2A regulatory subunit A
8065at4891	Complete	tig00000014	185716	187257	+	381.9	339	https://www.orthodb.org/v10?query=8065at4891	AP endonuclease 1
8084at4891	Complete	tig00000014	473704	475581	-	559.4	525	https://www.orthodb.org/v10?query=8084at4891	Transcription factor IIIC, subunit 5
8097at4891	Complete	tig00000014	155200	159663	-	259.8	541	https://www.orthodb.org/v10?query=8097at4891	Protein STU1
8134at4891	Complete	tig00000001	1026389	1030135	-	973.0	653	https://www.orthodb.org/v10?query=8134at4891	mRNA binding
8178at4891	Complete	tig00000061	293964	295496	-	623.2	394	https://www.orthodb.org/v10?query=8178at4891	Sulfate adenylyltransferase
8179at4891	Complete	tig00000031	51354	53645	-	623.0	312	https://www.orthodb.org/v10?query=8179at4891	Non-specific serine/threonine protein kinase
8205at4891	Complete	tig00000010	668600	670462	+	526.9	440	https://www.orthodb.org/v10?query=8205at4891	NADPH-dependent diflavin oxidoreductase 1
8222at4891	Complete	tig00000005	255335	256996	+	620.3	465	https://www.orthodb.org/v10?query=8222at4891	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
8224at4891	Complete	tig00000031	528435	530390	+	524.7	415	https://www.orthodb.org/v10?query=8224at4891	Glycerol kinase
8231at4891	Complete	tig00000012	730578	732587	-	675.2	481	https://www.orthodb.org/v10?query=8231at4891	acyltransferase ChoActase/COT/CPT
8253at4891	Complete	tig00000022	419054	424303	-	482.3	926	https://www.orthodb.org/v10?query=8253at4891	Nucleolar pre-ribosomal-associated protein 1
8274at4891	Complete	tig00000078	224344	226434	-	592.8	434	https://www.orthodb.org/v10?query=8274at4891	Sterile alpha motif domain
8285at4891	Complete	tig00000083	361783	363363	-	851.2	455	https://www.orthodb.org/v10?query=8285at4891	GroEL-like apical domain superfamily
8291at4891	Complete	tig00000022	39397	41541	-	421.2	496	https://www.orthodb.org/v10?query=8291at4891	WD40-repeat-containing domain
8311at4891	Complete	tig00000001	1343632	1345476	+	585.5	439	https://www.orthodb.org/v10?query=8311at4891	Endopolyphosphatase
8330at4891	Complete	tig00000031	383465	385147	-	842.6	472	https://www.orthodb.org/v10?query=8330at4891	Delta-1-pyrroline-5-carboxylate dehydrogenase
8344at4891	Complete	tig00000018	722252	724207	-	710.8	397	https://www.orthodb.org/v10?query=8344at4891	Nucleolar GTP-binding protein 2
8353at4891	Duplicated	tig00000005	754202	755779	+	676.2	467	https://www.orthodb.org/v10?query=8353at4891	Glycerol uptake protein 1
8353at4891	Duplicated	tig00000010	198549	200357	+	597.2	459	https://www.orthodb.org/v10?query=8353at4891	Glycerol uptake protein 1
8365at4891	Complete	tig00000001	1114018	1116174	-	462.8	426	https://www.orthodb.org/v10?query=8365at4891	Transcription factor 25
8380at4891	Complete	tig00000034	126750	128570	+	216.0	351	https://www.orthodb.org/v10?query=8380at4891	Origin recognition complex subunit 3
8437at4891	Complete	tig00000023	49990	53034	-	485.8	674	https://www.orthodb.org/v10?query=8437at4891	DNA polymerase V
8466at4891	Complete	tig00000014	752429	754861	-	402.2	391	https://www.orthodb.org/v10?query=8466at4891	Dual specificity phosphatase
8471at4891	Complete	tig00000005	964673	966007	+	601.9	332	https://www.orthodb.org/v10?query=8471at4891	Histone deacetylase
8475at4891	Complete	tig00000014	74423	76024	-	423.2	363	https://www.orthodb.org/v10?query=8475at4891	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
8487at4891	Complete	tig00000001	1300696	1302504	+	257.6	387	https://www.orthodb.org/v10?query=8487at4891	Sorting nexin-41
8543at4891	Complete	tig00000023	344771	348925	-	642.3	763	https://www.orthodb.org/v10?query=8543at4891	Rapamycin-insensitive companion of mTOR, domain 4
8550at4891	Complete	tig00000023	329901	331628	+	832.8	459	https://www.orthodb.org/v10?query=8550at4891	Threonine dehydratase
8551at4891	Complete	tig00000022	44139	45557	-	575.7	379	https://www.orthodb.org/v10?query=8551at4891	Indole-3-glycerol phosphate synthase
8562at4891	Complete	tig00000010	633883	636378	-	631.1	521	https://www.orthodb.org/v10?query=8562at4891	AP-1 complex subunit gamma
8568at4891	Complete	tig00000022	181640	183040	+	751.4	368	https://www.orthodb.org/v10?query=8568at4891	26S Proteasome regulatory subunit 7
8584at4891	Complete	tig00000001	479807	482881	-	409.8	319	https://www.orthodb.org/v10?query=8584at4891	Kinase
8596at4891	Complete	tig00000005	806672	808219	+	454.0	321	https://www.orthodb.org/v10?query=8596at4891	Transcription initiation factor TFIID subunit 6
8686at4891	Complete	tig00000001	1205934	1207292	-	635.0	338	https://www.orthodb.org/v10?query=8686at4891	Mitochondrial chaperone BCS1
8689at4891	Complete	tig00000012	603885	605270	-	367.4	303	https://www.orthodb.org/v10?query=8689at4891	AF1104-like superfamily
8708at4891	Complete	tig00000061	97495	99027	-	941.9	441	https://www.orthodb.org/v10?query=8708at4891	ATP synthase subunit beta
8737at4891	Complete	tig00000037	249532	250947	+	699.9	362	https://www.orthodb.org/v10?query=8737at4891	Pyridoxal phosphate-dependent transferase
8758at4891	Complete	tig00000001	305922	307259	+	726.3	380	https://www.orthodb.org/v10?query=8758at4891	p-loop containing nucleoside triphosphate hydrolase protein
8759at4891	Complete	tig00000012	218360	219763	-	313.4	279	https://www.orthodb.org/v10?query=8759at4891	Ubiquitinyl hydrolase 1
8762at4891	Complete	tig00000078	379529	381292	+	673.2	433	https://www.orthodb.org/v10?query=8762at4891	ATP-dependent RNA helicase DBP9
8855at4891	Complete	tig00000031	504245	507682	+	498.3	468	https://www.orthodb.org/v10?query=8855at4891	Nitrogen permease regulator 3
8903at4891	Complete	tig00000012	343839	345818	+	590.7	386	https://www.orthodb.org/v10?query=8903at4891	HAD superfamily
8923at4891	Complete	tig00000005	139642	143175	+	724.1	779	https://www.orthodb.org/v10?query=8923at4891	Ankyrin repeat-containing domain
8944at4891	Complete	tig00000007	452608	454233	-	593.9	420	https://www.orthodb.org/v10?query=8944at4891	Alpha-1,3-glucosyltransferase
8978at4891	Complete	tig00000031	336025	337638	+	641.6	444	https://www.orthodb.org/v10?query=8978at4891	Heat shock protein 70 family
8998at4891	Complete	tig00000018	41834	43183	+	487.4	293	https://www.orthodb.org/v10?query=8998at4891	WD40-repeat-containing domain
9012at4891	Complete	tig00000022	557067	558791	+	602.1	449	https://www.orthodb.org/v10?query=9012at4891	tRNA (uracil(54)-C(5))-methyltransferase
9030at4891	Complete	tig00000034	190853	194344	+	735.1	636	https://www.orthodb.org/v10?query=9030at4891	Zinc finger, RING-type
9032at4891	Complete	tig00000001	821347	822735	-	748.8	399	https://www.orthodb.org/v10?query=9032at4891	RuvB-like helicase
9039at4891	Complete	tig00000001	672072	673733	-	511.2	348	https://www.orthodb.org/v10?query=9039at4891	tRNA (guanine(26)-N(2))-dimethyltransferase
9061at4891	Duplicated	tig00000033	5007	6305	-	580.1	355	https://www.orthodb.org/v10?query=9061at4891	Metal-dependent hydrolase
9061at4891	Duplicated	tig00000083	38899	40275	+	628.4	401	https://www.orthodb.org/v10?query=9061at4891	Metal-dependent hydrolase
9096at4891	Complete	tig00000031	115593	117467	-	597.6	395	https://www.orthodb.org/v10?query=9096at4891	Ubiquitin-like modifier-activating enzyme ATG7
9152at4891	Complete	tig00000012	782307	783962	-	664.5	446	https://www.orthodb.org/v10?query=9152at4891	FACT complex subunit POB3
9157at4891	Complete	tig00000005	764574	768494	-	339.6	476	https://www.orthodb.org/v10?query=9157at4891	Peptidase S59, nucleoporin
9175at4891	Complete	tig00000078	151956	153932	+	671.4	494	https://www.orthodb.org/v10?query=9175at4891	tRNA-dihydrouridine(47) synthase 
9223at4891	Complete	tig00000031	124133	126013	+	581.9	442	https://www.orthodb.org/v10?query=9223at4891	Tetratricopeptide repeat
9258at4891	Complete	tig00000061	372399	374708	-	978.3	626	https://www.orthodb.org/v10?query=9258at4891	RNA helicase
9267at4891	Complete	tig00000038	177133	178641	+	721.2	377	https://www.orthodb.org/v10?query=9267at4891	Phenylalanyl-tRNA synthetase
9294at4891	Complete	tig00000023	75272	76816	+	585.3	384	https://www.orthodb.org/v10?query=9294at4891	Guanosine-diphosphatase
9322at4891	Complete	tig00000038	29476	30897	+	700.0	416	https://www.orthodb.org/v10?query=9322at4891	Peptidase M20
9420at4891	Complete	tig00000012	215834	217909	+	525.1	368	https://www.orthodb.org/v10?query=9420at4891	Mre11, DNA-binding
9436at4891	Complete	tig00000010	384921	386327	+	644.6	402	https://www.orthodb.org/v10?query=9436at4891	Glutathione reductase
9446at4891	Complete	tig00000010	720818	722440	-	628.8	411	https://www.orthodb.org/v10?query=9446at4891	Signal recognition particle 54 kDa protein
9457at4891	Complete	tig00000005	604050	606281	-	355.4	489	https://www.orthodb.org/v10?query=9457at4891	Winged helix-like DNA-binding domain superfamily
9466at4891	Complete	tig00000031	425783	427156	+	753.3	392	https://www.orthodb.org/v10?query=9466at4891	Argininosuccinate lyase
9469at4891	Complete	tig00000078	230633	232078	-	856.9	421	https://www.orthodb.org/v10?query=9469at4891	Adenylosuccinate lyase
9476at4891	Duplicated	tig00000007	565392	567095	-	758.3	461	https://www.orthodb.org/v10?query=9476at4891	Phosphoribosylaminoimidazole carboxylase
9476at4891	Duplicated	tig00000008	11745	13448	+	758.3	461	https://www.orthodb.org/v10?query=9476at4891	Phosphoribosylaminoimidazole carboxylase
9507at4891	Complete	tig00000018	679908	681548	+	419.5	420	https://www.orthodb.org/v10?query=9507at4891	Mannosyltransferase
9509at4891	Complete	tig00000005	775793	777508	+	449.2	371	https://www.orthodb.org/v10?query=9509at4891	Sec1-like protein
9513at4891	Complete	tig00000061	522189	524213	+	589.5	442	https://www.orthodb.org/v10?query=9513at4891	Glutamate--cysteine ligase
9525at4891	Complete	tig00000018	715162	716499	-	659.1	364	https://www.orthodb.org/v10?query=9525at4891	Saccharopine dehydrogenase 
9553at4891	Complete	tig00000012	899010	900392	+	648.5	377	https://www.orthodb.org/v10?query=9553at4891	hydroxymethylglutaryl-CoA synthase
9594at4891	Complete	tig00000031	407971	409368	+	551.2	375	https://www.orthodb.org/v10?query=9594at4891	Peptidase M16, C-terminal
9605at4891	Complete	tig00000001	1403340	1405259	+	379.3	390	https://www.orthodb.org/v10?query=9605at4891	Vps52
9609at4891	Complete	tig00000078	464363	466330	-	636.1	474	https://www.orthodb.org/v10?query=9609at4891	DNA topoisomerase
9633at4891	Complete	tig00000012	85356	86870	+	887.6	419	https://www.orthodb.org/v10?query=9633at4891	RNA helicase
9643at4891	Complete	tig00000012	526688	528595	-	231.8	381	https://www.orthodb.org/v10?query=9643at4891	Zinc finger, PHD-type
9655at4891	Complete	tig00000001	1418740	1421358	-	269.3	587	https://www.orthodb.org/v10?query=9655at4891	Vam6/VPS39/TRAP1 family
9657at4891	Complete	tig00000007	214127	215386	+	694.6	360	https://www.orthodb.org/v10?query=9657at4891	Argininosuccinate synthase
9668at4891	Complete	tig00000014	239633	240994	+	589.4	363	https://www.orthodb.org/v10?query=9668at4891	Polyprenyl synthetase
9680at4891	Complete	tig00000038	124226	126043	+	560.8	458	https://www.orthodb.org/v10?query=9680at4891	RNA helicase
9718at4891	Complete	tig00000083	214468	216408	+	598.7	448	https://www.orthodb.org/v10?query=9718at4891	LCCL domain
9724at4891	Complete	tig00000014	517336	519582	+	665.3	521	https://www.orthodb.org/v10?query=9724at4891	P-loop containing nucleoside triphosphate hydrolase protein
9757at4891	Complete	tig00000005	407617	410466	-	849.1	640	https://www.orthodb.org/v10?query=9757at4891	Rab-GTPase-TBC domain
9759at4891	Complete	tig00000007	492029	493744	-	590.9	463	https://www.orthodb.org/v10?query=9759at4891	PPM-type phosphatase domain
9767at4891	Complete	tig00000023	35916	37748	+	417.5	329	https://www.orthodb.org/v10?query=9767at4891	Nitrogen permease regulator 2
9782at4891	Complete	tig00000023	128104	129756	+	249.6	358	https://www.orthodb.org/v10?query=9782at4891	YjeF N-terminal domain
9784at4891	Complete	tig00000005	783173	784618	-	606.0	377	https://www.orthodb.org/v10?query=9784at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
9816at4891	Complete	tig00000061	566385	567506	+	445.4	292	https://www.orthodb.org/v10?query=9816at4891	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
9821at4891	Complete	tig00000007	782560	784014	+	476.5	371	https://www.orthodb.org/v10?query=9821at4891	Folylpolyglutamate synthase
9846at4891	Complete	tig00000034	117429	119645	+	698.6	404	https://www.orthodb.org/v10?query=9846at4891	ATP-dependent RNA helicase DEAD-box, conserved site
9862at4891	Complete	tig00000022	377333	378832	+	741.2	396	https://www.orthodb.org/v10?query=9862at4891	UTP--glucose-1-phosphate uridylyltransferase
9897at4891	Complete	tig00000010	365107	367035	+	558.2	428	https://www.orthodb.org/v10?query=9897at4891	Aminoacyl-tRNA synthetase, class II
9903at4891	Complete	tig00000061	573066	574973	+	551.1	289	https://www.orthodb.org/v10?query=9903at4891	kinase-like protein
9921at4891	Complete	tig00000014	769557	771116	+	604.0	386	https://www.orthodb.org/v10?query=9921at4891	Peptide hydrolase
9922at4891	Complete	tig00000022	459624	461498	+	195.5	186	https://www.orthodb.org/v10?query=9922at4891	Bromodomain
9948at4891	Complete	tig00000031	423621	425276	+	871.2	449	https://www.orthodb.org/v10?query=9948at4891	Aminoacyl-tRNA synthetase, class II
9950at4891	Complete	tig00000010	646793	648292	-	695.3	410	https://www.orthodb.org/v10?query=9950at4891	Histidine-tRNA ligase
9958at4891	Complete	tig00000018	511649	513502	+	870.8	598	https://www.orthodb.org/v10?query=9958at4891	RNA (C5-cytosine) methyltransferase
9995at4891	Complete	tig00000012	76066	77727	+	469.5	377	https://www.orthodb.org/v10?query=9995at4891	Pyridoxal phosphate-dependent transferase
10002at4891	Complete	tig00000018	539480	540916	+	346.4	289	https://www.orthodb.org/v10?query=10002at4891	GDP-Man
10099at4891	Complete	tig00000014	211666	214185	+	553.5	436	https://www.orthodb.org/v10?query=10099at4891	Protein HIR
10130at4891	Complete	tig00000010	403415	405943	+	361.9	506	https://www.orthodb.org/v10?query=10130at4891	BRO1 domain
10138at4891	Complete	tig00000018	173766	175472	-	347.1	271	https://www.orthodb.org/v10?query=10138at4891	RNA-binding domain superfamily
10174at4891	Complete	tig00000014	152839	154953	-	468.5	399	https://www.orthodb.org/v10?query=10174at4891	DNA polymerase alpha subunit B
10189at4891	Complete	tig00000001	490197	491570	+	789.5	406	https://www.orthodb.org/v10?query=10189at4891	Serine-tRNA ligase
10194at4891	Complete	tig00000001	931306	933141	+	461.9	425	https://www.orthodb.org/v10?query=10194at4891	Peroxisomal targeting signal receptor
10201at4891	Complete	tig00000010	892456	894519	+	496.4	472	https://www.orthodb.org/v10?query=10201at4891	DNA polymerase epsilon subunit B
10233at4891	Complete	tig00000007	796361	797695	-	245.5	285	https://www.orthodb.org/v10?query=10233at4891	mRNA cleavage and polyadenylation factor CLP1
10256at4891	Complete	tig00000010	725598	727880	-	432.8	393	https://www.orthodb.org/v10?query=10256at4891	lipid binding
10279at4891	Complete	tig00000005	1025408	1027789	-	640.9	498	https://www.orthodb.org/v10?query=10279at4891	Kinesin-like protein
10313at4891	Complete	tig00000005	959007	960584	+	695.1	387	https://www.orthodb.org/v10?query=10313at4891	Protein phosphatase PP2A regulatory subunit B
10332at4891	Complete	tig00000078	304727	307012	+	455.6	505	https://www.orthodb.org/v10?query=10332at4891	Actin interacting protein 3, C-terminal
10341at4891	Complete	tig00000010	808647	811424	+	453.6	576	https://www.orthodb.org/v10?query=10341at4891	WD40/YVTN repeat-like-containing domain superfamily
10342at4891	Complete	tig00000007	254845	258114	+	708.1	1071	https://www.orthodb.org/v10?query=10342at4891	P-loop containing nucleoside triphosphate hydrolase protein
10350at4891	Complete	tig00000005	744539	746107	+	650.8	366	https://www.orthodb.org/v10?query=10350at4891	ATP-dependent RNA helicase DBP3
10359at4891	Complete	tig00000005	118605	119804	+	525.9	332	https://www.orthodb.org/v10?query=10359at4891	Succinate--CoA ligase 
10361at4891	Complete	tig00000010	667013	668335	+	503.0	332	https://www.orthodb.org/v10?query=10361at4891	Ferrodoxin-fold anticodon-binding domain
10391at4891	Complete	tig00000001	379565	382120	-	637.2	475	https://www.orthodb.org/v10?query=10391at4891	Tetratricopeptide repeat
10450at4891	Complete	tig00000034	323860	325809	-	667.9	470	https://www.orthodb.org/v10?query=10450at4891	DNA replication origin binding
10497at4891	Complete	tig00000010	653262	654680	+	267.9	301	https://www.orthodb.org/v10?query=10497at4891	ATPase, V1 complex, subunit H, C-terminal
10591at4891	Complete	tig00000001	708766	710754	+	298.4	415	https://www.orthodb.org/v10?query=10591at4891	Similar to Saccharomyces cerevisiae YDR137W RGP1 Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p
10608at4891	Complete	tig00000007	86304	87614	-	494.8	329	https://www.orthodb.org/v10?query=10608at4891	tRNA guanosine-2'-O-methyltransferase
10618at4891	Complete	tig00000001	280977	282515	-	406.7	267	https://www.orthodb.org/v10?query=10618at4891	Protein kinase domain
10619at4891	Complete	tig00000010	157961	159568	-	427.9	372	https://www.orthodb.org/v10?query=10619at4891	Thiamine phosphate synthase
10626at4891	Complete	tig00000023	252887	254773	+	597.9	443	https://www.orthodb.org/v10?query=10626at4891	Oxoglutarate/iron-dependent dioxygenase
10638at4891	Complete	tig00000012	809434	810627	-	553.2	332	https://www.orthodb.org/v10?query=10638at4891	tRNA-dihydrouridine synthase
10646at4891	Complete	tig00000022	84694	86025	-	503.3	341	https://www.orthodb.org/v10?query=10646at4891	Aminoacyl-tRNA synthetase, class II
10649at4891	Complete	tig00000034	231171	232961	-	392.8	310	https://www.orthodb.org/v10?query=10649at4891	WD40-repeat-containing domain
10660at4891	Complete	tig00000078	89274	91226	-	714.6	485	https://www.orthodb.org/v10?query=10660at4891	Coronin
10670at4891	Complete	tig00000005	606507	607934	+	331.7	377	https://www.orthodb.org/v10?query=10670at4891	SWR1-complex protein 4
10684at4891	Complete	tig00000014	609831	611480	+	445.2	355	https://www.orthodb.org/v10?query=10684at4891	SH3 domain
10695at4891	Complete	tig00000083	358831	361254	-	347.4	428	https://www.orthodb.org/v10?query=10695at4891	Cadherin-like
10719at4891	Complete	tig00000010	844982	846826	-	247.4	334	https://www.orthodb.org/v10?query=10719at4891	NCA2-domain-containing protein
10727at4891	Complete	tig00000001	651786	653849	+	265.0	319	https://www.orthodb.org/v10?query=10727at4891	TRAPP III complex, Trs85
10743at4891	Complete	tig00000010	97903	99699	+	378.8	476	https://www.orthodb.org/v10?query=10743at4891	Signal recognition particle subunit SRP68
10759at4891	Complete	tig00000038	166032	167444	+	590.1	430	https://www.orthodb.org/v10?query=10759at4891	Heat shock protein DnaJ, cysteine-rich domain
10800at4891	Complete	tig00000001	1392959	1394848	+	762.4	413	https://www.orthodb.org/v10?query=10800at4891	Non-specific serine/threonine protein kinase
10825at4891	Complete	tig00000005	181157	182605	-	685.2	410	https://www.orthodb.org/v10?query=10825at4891	Zf-ZPR1-domain-containing protein
10849at4891	Complete	tig00000010	269094	270308	-	575.0	328	https://www.orthodb.org/v10?query=10849at4891	Aspartic peptidase A1 family
10854at4891	Complete	tig00000005	838879	840243	-	421.9	332	https://www.orthodb.org/v10?query=10854at4891	mRNA-capping enzyme subunit alpha
10861at4891	Complete	tig00000034	137327	139765	-	314.7	444	https://www.orthodb.org/v10?query=10861at4891	FAS1 domain
10872at4891	Complete	tig00000061	313128	314927	-	628.6	410	https://www.orthodb.org/v10?query=10872at4891	Vacuolar amino acid transporter 1
10892at4891	Complete	tig00000023	58168	59583	+	563.7	352	https://www.orthodb.org/v10?query=10892at4891	Protein AFG1
10896at4891	Complete	tig00000037	81502	82758	-	259.0	235	https://www.orthodb.org/v10?query=10896at4891	PPM-type phosphatase domain
10924at4891	Complete	tig00000061	473274	474740	+	353.9	313	https://www.orthodb.org/v10?query=10924at4891	Actin family
10934at4891	Complete	tig00000014	519831	521141	-	716.9	365	https://www.orthodb.org/v10?query=10934at4891	Peptide chain release factor eRF1/aRF1
10963at4891	Complete	tig00000034	145927	147300	+	468.9	307	https://www.orthodb.org/v10?query=10963at4891	General transcription and DNA repair factor IIH
10968at4891	Complete	tig00000014	565309	567045	-	575.6	371	https://www.orthodb.org/v10?query=10968at4891	polyubiquitin-tagged protein recognition complex, Npl4 component
10975at4891	Complete	tig00000061	338965	340974	+	711.0	502	https://www.orthodb.org/v10?query=10975at4891	Nucleolar protein 9
11009at4891	Complete	tig00000014	135501	136871	-	459.8	323	https://www.orthodb.org/v10?query=11009at4891	ubiquinol-cytochrome c reductase core subunit 1
11034at4891	Complete	tig00000010	651631	652728	+	680.6	325	https://www.orthodb.org/v10?query=11034at4891	Glutamine synthetase
11037at4891	Complete	tig00000031	119716	121008	-	613.1	360	https://www.orthodb.org/v10?query=11037at4891	ATP-dependent RNA helicase DBP8
11039at4891	Complete	tig00000014	48713	49861	-	473.9	284	https://www.orthodb.org/v10?query=11039at4891	Methionine aminopeptidase 2
11107at4891	Complete	tig00000038	22770	24710	-	426.3	326	https://www.orthodb.org/v10?query=11107at4891	DUF155-domain-containing protein
11155at4891	Missing
11161at4891	Complete	tig00000001	171142	172539	-	705.0	358	https://www.orthodb.org/v10?query=11161at4891	ATP-dependent RNA helicase DHH1
11184at4891	Complete	tig00000031	117826	119358	-	706.3	403	https://www.orthodb.org/v10?query=11184at4891	60S ribosomal export protein NMD3
11198at4891	Complete	tig00000001	400160	401323	+	722.9	349	https://www.orthodb.org/v10?query=11198at4891	Actin family
11201at4891	Complete	tig00000001	1242425	1243708	+	710.8	345	https://www.orthodb.org/v10?query=11201at4891	26S Proteasome regulatory subunit 6B
11232at4891	Complete	tig00000001	1147964	1149403	-	355.3	263	https://www.orthodb.org/v10?query=11232at4891	Svf1-like, C-terminal
11266at4891	Complete	tig00000007	415343	416788	-	671.3	370	https://www.orthodb.org/v10?query=11266at4891	ATP-dependent RNA helicase DBP5
11279at4891	Complete	tig00000078	237104	238291	+	690.4	319	https://www.orthodb.org/v10?query=11279at4891	Ketol-acid reductoisomerase, mitochondrial
11326at4891	Complete	tig00000001	1338160	1339476	-	407.2	324	https://www.orthodb.org/v10?query=11326at4891	Tetratricopeptide-like helical domain superfamily
11330at4891	Complete	tig00000023	318232	319674	-	660.5	420	https://www.orthodb.org/v10?query=11330at4891	Peptidase M24
11349at4891	Complete	tig00000014	335438	338113	-	536.5	506	https://www.orthodb.org/v10?query=11349at4891	Tetratricopeptide repeat
11350at4891	Complete	tig00000001	754474	758364	+	632.0	617	https://www.orthodb.org/v10?query=11350at4891	mRNA export factor Sac3
11365at4891	Complete	tig00000005	825871	827397	+	291.0	308	https://www.orthodb.org/v10?query=11365at4891	Nuclear polyadenylated RNA-binding protein NAB2
11379at4891	Complete	tig00000001	1279215	1281752	+	269.2	472	https://www.orthodb.org/v10?query=11379at4891	Pre-mRNA-splicing factor SYF1
11405at4891	Complete	tig00000012	64457	66880	+	773.1	587	https://www.orthodb.org/v10?query=11405at4891	Mitochondrial escape protein 2
11444at4891	Complete	tig00000018	235564	236859	+	698.3	380	https://www.orthodb.org/v10?query=11444at4891	Adenylosuccinate synthetase
11448at4891	Complete	tig00000083	72250	73461	+	471.3	321	https://www.orthodb.org/v10?query=11448at4891	DNA primase
11469at4891	Complete	tig00000022	519429	520586	-	580.5	309	https://www.orthodb.org/v10?query=11469at4891	tRNA N6-adenosine threonylcarbamoyltransferase
11530at4891	Complete	tig00000014	700268	701587	-	542.4	347	https://www.orthodb.org/v10?query=11530at4891	Similar to Saccharomyces cerevisiae YBR243C ALG7 UDP-N-acetyl-glucosamine-1-P transferase
11568at4891	Complete	tig00000022	404776	405999	-	347.1	320	https://www.orthodb.org/v10?query=11568at4891	WD40-repeat-containing domain
11569at4891	Complete	tig00000007	916927	918294	-	620.9	384	https://www.orthodb.org/v10?query=11569at4891	Gamma-glutamyl phosphate reductase
11586at4891	Complete	tig00000007	807786	809096	-	686.1	336	https://www.orthodb.org/v10?query=11586at4891	ATPase, AAA-type, conserved site
11624at4891	Complete	tig00000010	823804	824913	+	375.3	277	https://www.orthodb.org/v10?query=11624at4891	Lysophosphatidylcholine acyltransferase
11625at4891	Complete	tig00000083	273647	274894	-	595.4	324	https://www.orthodb.org/v10?query=11625at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
11626at4891	Complete	tig00000038	169058	170524	+	744.5	408	https://www.orthodb.org/v10?query=11626at4891	Dihydrolipoyl dehydrogenase
11682at4891	Complete	tig00000005	183114	184343	+	617.3	360	https://www.orthodb.org/v10?query=11682at4891	P-loop containing nucleoside triphosphate hydrolase protein
11696at4891	Complete	tig00000012	401735	403267	+	677.6	384	https://www.orthodb.org/v10?query=11696at4891	WD40-repeat-containing domain
11698at4891	Complete	tig00000038	19089	20723	+	420.7	304	https://www.orthodb.org/v10?query=11698at4891	Coatomer subunit delta
11745at4891	Complete	tig00000005	230348	231514	+	616.0	324	https://www.orthodb.org/v10?query=11745at4891	Tyrosine--tRNA ligase
11759at4891	Complete	tig00000007	72205	73500	+	571.1	350	https://www.orthodb.org/v10?query=11759at4891	1,3-beta-glucanosyltransferase
11780at4891	Complete	tig00000061	364945	366141	-	646.2	314	https://www.orthodb.org/v10?query=11780at4891	Ribonucleotide reductase small subunit
11796at4891	Complete	tig00000007	605228	606775	-	272.5	329	https://www.orthodb.org/v10?query=11796at4891	Mannosyltransferase
11809at4891	Complete	tig00000022	397672	399708	-	253.8	270	https://www.orthodb.org/v10?query=11809at4891	PAN2-PAN3 deadenylation complex subunit PAN3
11823at4891	Complete	tig00000022	394994	396331	+	539.3	336	https://www.orthodb.org/v10?query=11823at4891	THIF-type NAD/FAD binding fold
11825at4891	Complete	tig00000001	191590	192924	+	430.8	340	https://www.orthodb.org/v10?query=11825at4891	Winged helix-like DNA-binding domain superfamily
11838at4891	Complete	tig00000005	922340	924007	-	576.0	406	https://www.orthodb.org/v10?query=11838at4891	P-loop containing nucleoside triphosphate hydrolase protein
11851at4891	Complete	tig00000001	252256	254406	+	346.7	480	https://www.orthodb.org/v10?query=11851at4891	Nucleoporin NUP84
11866at4891	Complete	tig00000061	336882	338585	+	815.4	478	https://www.orthodb.org/v10?query=11866at4891	GroEL-like apical domain superfamily
11876at4891	Complete	tig00000007	445562	446722	+	689.9	347	https://www.orthodb.org/v10?query=11876at4891	Ribosomal protein L3
11892at4891	Complete	tig00000001	646216	647634	-	534.7	347	https://www.orthodb.org/v10?query=11892at4891	Membrane protein TMS1
11902at4891	Complete	tig00000023	531334	533295	+	218.8	271	https://www.orthodb.org/v10?query=11902at4891	P-loop containing nucleoside triphosphate hydrolase
