ID or #		Start	End	Type	Contig
gene-YDR224C		914317	914712	complete	tig00000001:895032-895427
rna-NM_001180532.3		914317	914712	complete	tig00000001:895032-895427
exon-NM_001180532.3-1		914317	914712	complete	tig00000001:895032-895427
cds-NP_010510.3		914317	914712	complete	tig00000001:895032-895427
gene-YDR225W		915530	915928	complete	tig00000001:896245-896643
rna-NM_001180533.3		915530	915928	complete	tig00000001:896245-896643
exon-NM_001180533.3-1		915530	915928	complete	tig00000001:896245-896643
cds-NP_010511.3		915530	915928	complete	tig00000001:896245-896643
gene-YDR226W		916486	917154	complete	tig00000001:897201-897869
rna-NM_001180534.1		916486	917154	complete	tig00000001:897201-897869
exon-NM_001180534.1-1		916486	917154	complete	tig00000001:897201-897869
cds-NP_010512.1		916486	917154	complete	tig00000001:897201-897869
gene-YDR227W		917571	921647	complete	tig00000001:898286-902362
rna-NM_001180535.1		917571	921647	complete	tig00000001:898286-902362
exon-NM_001180535.1-1		917571	921647	complete	tig00000001:898286-902362
cds-NP_010513.1		917571	921647	complete	tig00000001:898286-902362
id-NC_001136.10:921692..921939		921692	921939	complete	tig00000001:902407-902654
gene-YDR228C		921926	923806	complete	tig00000001:902641-904521
rna-NM_001180536.3		921926	923806	complete	tig00000001:902641-904521
exon-NM_001180536.3-1		921926	923806	complete	tig00000001:902641-904521
cds-NP_010514.3		921926	923806	complete	tig00000001:902641-904521
gene-YDR229W		924785	926146	complete	tig00000001:905500-906861
rna-NM_001180537.3		924785	926146	complete	tig00000001:905500-906861
exon-NM_001180537.3-1		924785	926146	complete	tig00000001:905500-906861
cds-NP_010515.3		924785	926146	complete	tig00000001:905500-906861
gene-YDR231C		926293	926910	complete	tig00000001:907008-907625
rna-NM_001180539.1		926293	926910	complete	tig00000001:907008-907625
exon-NM_001180539.1-1		926293	926910	complete	tig00000001:907008-907625
cds-NP_010517.1		926293	926910	complete	tig00000001:907008-907625
gene-YDR232W		927452	929098	complete	tig00000001:908167-909813
rna-NM_001180540.1		927452	929098	complete	tig00000001:908167-909813
exon-NM_001180540.1-1		927452	929098	complete	tig00000001:908167-909813
cds-NP_010518.1		927452	929098	complete	tig00000001:908167-909813
gene-YDR233C		929470	930357	complete	tig00000001:910185-911072
rna-NM_001180541.3		929470	930357	complete	tig00000001:910185-911072
exon-NM_001180541.3-1		929470	930357	complete	tig00000001:910185-911072
cds-NP_010519.3		929470	930357	complete	tig00000001:910185-911072
gene-YDR234W		931129	933210	complete	tig00000001:911844-913925
rna-NM_001180542.3		931129	933210	complete	tig00000001:911844-913925
exon-NM_001180542.3-1		931129	933210	complete	tig00000001:911844-913925
cds-NP_010520.3		931129	933210	complete	tig00000001:911844-913925
gene-YDR235W		933504	935138	complete	tig00000001:914219-915853
rna-NM_001180543.1		933504	935138	complete	tig00000001:914219-915853
exon-NM_001180543.1-1		933504	935138	complete	tig00000001:914219-915853
cds-NP_010521.1		933504	935138	complete	tig00000001:914219-915853
gene-YDR236C		935236	935892	complete	tig00000001:915951-916607
rna-NM_001180544.1		935236	935892	complete	tig00000001:915951-916607
exon-NM_001180544.1-1		935236	935892	complete	tig00000001:915951-916607
cds-NP_010522.1		935236	935892	complete	tig00000001:915951-916607
gene-YDR237W		936615	937493	complete	tig00000001:917330-918208
rna-NM_001180545.3		936615	937493	complete	tig00000001:917330-918208
exon-NM_001180545.3-1		936615	937493	complete	tig00000001:917330-918208
cds-NP_010523.3		936615	937493	complete	tig00000001:917330-918208
gene-YDR238C		937895	940816	complete	tig00000001:918610-921531
rna-NM_001180546.3		937895	940816	complete	tig00000001:918610-921531
exon-NM_001180546.3-1		937895	940816	complete	tig00000001:918610-921531
cds-NP_010524.3		937895	940816	complete	tig00000001:918610-921531
gene-YDR239C		941057	943420	complete	tig00000001:921772-924135
rna-NM_001180547.1		941057	943420	complete	tig00000001:921772-924135
exon-NM_001180547.1-1		941057	943420	complete	tig00000001:921772-924135
cds-NP_010525.1		941057	943420	complete	tig00000001:921772-924135
gene-YDR240C		943674	945152	complete	tig00000001:924389-925867
rna-NM_001180548.1		943674	945152	complete	tig00000001:924389-925867
exon-NM_001180548.1-1		943674	945152	complete	tig00000001:924389-925867
cds-NP_010526.1		943674	945152	complete	tig00000001:924389-925867
id-NC_001136.10:945351..945673		945351	945673	complete	tig00000001:926066-926388
id-NC_001136.10:945955..946295		945955	946295	complete	tig00000001:926670-927010
gene-YNCD0018W		946312	946400	complete	tig00000001:927027-927115
rna-YNCD0018W		946312	946400	complete	tig00000001:927027-927115
exon-YNCD0018W-1		946312	946350	complete	tig00000001:927027-927065
exon-YNCD0018W-2		946365	946400	complete	tig00000001:927080-927115
gene-YDR242W		946807	948456	complete	tig00000001:927522-929171
rna-NM_001180550.3		946807	948456	complete	tig00000001:927522-929171
exon-NM_001180550.3-1		946807	948456	complete	tig00000001:927522-929171
cds-NP_010528.3		946807	948456	complete	tig00000001:927522-929171
gene-YDR243C		948518	950284	complete	tig00000001:929233-930999
rna-NM_001180551.3		948518	950284	complete	tig00000001:929233-930999
exon-NM_001180551.3-1		948518	950284	complete	tig00000001:929233-930999
cds-NP_010529.3		948518	950284	complete	tig00000001:929233-930999
gene-YDR244W		950563	952401	complete	tig00000001:931278-933116
rna-NM_001180552.1		950563	952401	complete	tig00000001:931278-933116
exon-NM_001180552.1-1		950563	952401	complete	tig00000001:931278-933116
cds-NP_010530.1		950563	952401	complete	tig00000001:931278-933116
gene-YDR245W		952800	953981	complete	tig00000001:933515-934696
rna-NM_001180553.1		952800	953981	complete	tig00000001:933515-934696
exon-NM_001180553.1-1		952800	953981	complete	tig00000001:933515-934696
cds-NP_010531.1		952800	953981	complete	tig00000001:933515-934696
gene-YDR246W		954288	954947	complete	tig00000001:935003-935662
rna-NM_001180554.3		954288	954947	complete	tig00000001:935003-935662
exon-NM_001180554.3-1		954288	954947	complete	tig00000001:935003-935662
cds-NP_010532.3		954288	954947	complete	tig00000001:935003-935662
gene-YDR246W-A		955133	955333	complete	tig00000001:935848-936048
rna-NM_001184547.3		955133	955333	complete	tig00000001:935848-936048
exon-NM_001184547.3-1		955133	955333	complete	tig00000001:935848-936048
cds-NP_878065.3		955133	955333	complete	tig00000001:935848-936048
gene-YDR247W		956013	957398	complete	tig00000001:936728-938113
rna-NM_001180555.1		956013	957398	complete	tig00000001:936728-938113
exon-NM_001180555.1-1		956013	957398	complete	tig00000001:936728-938113
cds-NP_010533.1		956013	957398	complete	tig00000001:936728-938113
gene-YDR248C		957758	958339	complete	tig00000001:938473-939054
rna-NM_001180556.1		957758	958339	complete	tig00000001:938473-939054
exon-NM_001180556.1-1		957758	958339	complete	tig00000001:938473-939054
cds-NP_010534.1		957758	958339	complete	tig00000001:938473-939054
gene-YDR249C		958681	959802	complete	tig00000001:939396-940517
rna-NM_001180557.3		958681	959802	complete	tig00000001:939396-940517
exon-NM_001180557.3-1		958681	959802	complete	tig00000001:939396-940517
cds-NP_010535.3		958681	959802	complete	tig00000001:939396-940517
gene-YDR251W		960614	963106	complete	tig00000001:941329-943821
rna-NM_001180559.3		960614	963106	complete	tig00000001:941329-943821
exon-NM_001180559.3-1		960614	963106	complete	tig00000001:941329-943821
cds-NP_010537.3		960614	963106	complete	tig00000001:941329-943821
gene-YDR252W		963412	963861	complete	tig00000001:944127-944576
rna-NM_001180560.1		963412	963861	complete	tig00000001:944127-944576
exon-NM_001180560.1-1		963412	963861	complete	tig00000001:944127-944576
cds-NP_010538.1		963412	963861	complete	tig00000001:944127-944576
gene-YDR253C		963990	964565	complete	tig00000001:944705-945280
rna-NM_001180561.1		963990	964565	complete	tig00000001:944705-945280
exon-NM_001180561.1-1		963990	964565	complete	tig00000001:944705-945280
cds-NP_010539.1		963990	964565	complete	tig00000001:944705-945280
gene-YDR254W		965113	966489	complete	tig00000001:945828-947204
rna-NM_001180562.3		965113	966489	complete	tig00000001:945828-947204
exon-NM_001180562.3-1		965113	966489	complete	tig00000001:945828-947204
cds-NP_010540.3		965113	966489	complete	tig00000001:945828-947204
gene-YDR255C		966557	967822	complete	tig00000001:947272-948537
rna-NM_001180563.3		966557	967822	complete	tig00000001:947272-948537
exon-NM_001180563.3-1		966557	967822	complete	tig00000001:947272-948537
cds-NP_010541.3		966557	967822	complete	tig00000001:947272-948537
gene-YDR256C		968133	969680	complete	tig00000001:948848-950395
rna-NM_001180564.1		968133	969680	complete	tig00000001:948848-950395
exon-NM_001180564.1-1		968133	969680	complete	tig00000001:948848-950395
cds-NP_010542.1		968133	969680	complete	tig00000001:948848-950395
gene-YDR257C		969990	971474	complete	tig00000001:950705-952189
rna-NM_001180565.1		969990	971474	complete	tig00000001:950705-952189
exon-NM_001180565.1-1		969990	971474	complete	tig00000001:950705-952189
cds-NP_010543.1		969990	971474	complete	tig00000001:950705-952189
gene-YDR258C		971808	974243	complete	tig00000001:952523-954958
rna-NM_001180566.3		971808	974243	complete	tig00000001:952523-954958
exon-NM_001180566.3-1		971808	974243	complete	tig00000001:952523-954958
cds-NP_010544.3		971808	974243	complete	tig00000001:952523-954958
gene-YDR259C		974631	975782	complete	tig00000001:955346-956497
rna-NM_001180567.3		974631	975782	complete	tig00000001:955346-956497
exon-NM_001180567.3-1		974631	975782	complete	tig00000001:955346-956497
cds-NP_010545.3		974631	975782	complete	tig00000001:955346-956497
gene-YDR260C		976717	977229	complete	tig00000001:957432-957944
rna-NM_001180568.1		976717	977229	complete	tig00000001:957432-957944
exon-NM_001180568.1-1		976717	977229	complete	tig00000001:957432-957944
cds-NP_010546.1		976717	977229	complete	tig00000001:957432-957944
gene-YDR261C		977521	979209	complete	tig00000001:958236-959924
rna-NM_001180569.1		977521	979209	complete	tig00000001:958236-959924
exon-NM_001180569.1-1		977521	979209	complete	tig00000001:958236-959924
cds-NP_010547.1		977521	979209	complete	tig00000001:958236-959924
gene-YNCD0019C		980974	981055	complete	tig00000001:961689-961770
rna-YNCD0019C		980974	981055	complete	tig00000001:961689-961770
exon-YNCD0019C-1		980974	981055	complete	tig00000001:961689-961770
id-NC_001136.10:981171..987125		981171	987125	complete	tig00000001:961886-967840
id-NC_001136.10:981171..981502		981171	981502	complete	tig00000001:961886-962217
gene-YDR261W-B		981462	986775	complete	tig00000001:962177-967490
rna-NM_001184423.4		981462	986775	complete	tig00000001:962177-967490
exon-NM_001184423.4-1		981462	986775	complete	tig00000001:962177-967490
cds-NP_058146.3		981462	982754	complete	tig00000001:962177-963469
cds-NP_058146.3		982756	986775	complete	tig00000001:963471-967490
gene-YDR261W-A		981462	982778	complete	tig00000001:962177-963493
rna-NM_001184422.3		981462	982778	complete	tig00000001:962177-963493
exon-NM_001184422.3-1		981462	982778	complete	tig00000001:962177-963493
cds-NP_058147.3		981462	982778	complete	tig00000001:962177-963493
id-NC_001136.10:986794..987125		986794	987125	complete	tig00000001:967509-967840
id-NC_001136.10:987150..992642		987150	992642	complete	tig00000001:967865-973357
id-NC_001136.10:987150..987483		987150	987483	complete	tig00000001:967865-968198
gene-YDR261C-D		987534	992349	complete	tig00000001:968249-973064
rna-NM_001184421.2		987534	992349	complete	tig00000001:968249-973064
exon-NM_001184421.2-1		987534	992349	complete	tig00000001:968249-973064
cds-NP_058148.1		991045	992349	complete	tig00000001:971760-973064
cds-NP_058148.1		987534	991043	complete	tig00000001:968249-971758
gene-YDR261C-C		991027	992349	complete	tig00000001:971742-973064
rna-NM_001184420.1		991027	992349	complete	tig00000001:971742-973064
exon-NM_001184420.1-1		991027	992349	complete	tig00000001:971742-973064
cds-NP_058149.1		991027	992349	complete	tig00000001:971742-973064
id-NC_001136.10:992309..992642		992309	992642	complete	tig00000001:973024-973357
id-NC_001136.10:992740..992815		992740	992815	complete	tig00000001:973455-973530
gene-YNCD0020W		992832	992902	complete	tig00000001:973547-973617
rna-YNCD0020W		992832	992902	complete	tig00000001:973547-973617
exon-YNCD0020W-1		992832	992902	complete	tig00000001:973547-973617
gene-YDR262W		993134	993952	complete	tig00000001:973849-974667
rna-NM_001180570.3		993134	993952	complete	tig00000001:973849-974667
exon-NM_001180570.3-1		993134	993952	complete	tig00000001:973849-974667
cds-NP_010548.3		993134	993952	complete	tig00000001:973849-974667
gene-YDR263C		994242	995534	complete	tig00000001:974957-976249
rna-NM_001180571.3		994242	995534	complete	tig00000001:974957-976249
exon-NM_001180571.3-1		994242	995534	complete	tig00000001:974957-976249
cds-NP_010549.3		994242	995534	complete	tig00000001:974957-976249
gene-YDR264C		996029	998323	complete	tig00000001:976744-979038
rna-NM_001180572.1		996029	998323	complete	tig00000001:976744-979038
exon-NM_001180572.1-1		996029	998323	complete	tig00000001:976744-979038
cds-NP_010550.1		996029	998323	complete	tig00000001:976744-979038
gene-YDR265W		998864	999877	complete	tig00000001:979579-980592
rna-NM_001180573.1		998864	999877	complete	tig00000001:979579-980592
exon-NM_001180573.1-1		998864	999877	complete	tig00000001:979579-980592
cds-NP_010551.1		998864	999877	complete	tig00000001:979579-980592
gene-YDR266C		1000104	1002023	complete	tig00000001:980819-982738
rna-NM_001180574.3		1000104	1002023	complete	tig00000001:980819-982738
exon-NM_001180574.3-1		1000104	1002023	complete	tig00000001:980819-982738
cds-NP_010552.3		1000104	1002023	complete	tig00000001:980819-982738
gene-YDR267C		1002510	1003502	complete	tig00000001:983225-984217
rna-NM_001180575.3		1002510	1003502	complete	tig00000001:983225-984217
exon-NM_001180575.3-1		1002510	1003502	complete	tig00000001:983225-984217
cds-NP_010553.3		1002510	1003502	complete	tig00000001:983225-984217
gene-YDR268W		1004004	1005143	complete	tig00000001:984719-985858
rna-NM_001180576.1		1004004	1005143	complete	tig00000001:984719-985858
exon-NM_001180576.1-1		1004004	1005143	complete	tig00000001:984719-985858
cds-NP_010554.1		1004004	1005143	complete	tig00000001:984719-985858
gene-YDR270W		1005675	1008689	complete	tig00000001:986390-989404
rna-NM_001180578.1		1005675	1008689	complete	tig00000001:986390-989404
exon-NM_001180578.1-1		1005675	1008689	complete	tig00000001:986390-989404
cds-NP_010556.1		1005675	1008689	complete	tig00000001:986390-989404
gene-YDR272W		1009010	1009834	complete	tig00000001:989725-990549
rna-NM_001180580.3		1009010	1009834	complete	tig00000001:989725-990549
exon-NM_001180580.3-1		1009010	1009834	complete	tig00000001:989725-990549
cds-NP_010558.3		1009010	1009834	complete	tig00000001:989725-990549
gene-YDR273W		1010176	1011273	complete	tig00000001:990891-991988
rna-NM_001180581.3		1010176	1011273	complete	tig00000001:990891-991988
exon-NM_001180581.3-1		1010176	1011273	complete	tig00000001:990891-991988
cds-NP_010559.3		1010176	1011273	complete	tig00000001:990891-991988
gene-YDR274C		1011589	1011960	complete	tig00000001:992304-992675
rna-NM_001348815.1		1011589	1011960	complete	tig00000001:992304-992675
exon-NM_001348815.1-1		1011589	1011960	complete	tig00000001:992304-992675
cds-NP_001335760.1		1011589	1011960	complete	tig00000001:992304-992675
gene-YDR275W		1012252	1012959	complete	tig00000001:992967-993674
rna-NM_001180583.1		1012252	1012959	complete	tig00000001:992967-993674
exon-NM_001180583.1-1		1012252	1012959	complete	tig00000001:992967-993674
cds-NP_010561.1		1012252	1012959	complete	tig00000001:992967-993674
gene-YDR276C		1013476	1013643	complete	tig00000001:994191-994358
rna-NM_001180584.1		1013476	1013643	complete	tig00000001:994191-994358
exon-NM_001180584.1-1		1013476	1013643	complete	tig00000001:994191-994358
cds-NP_010562.1		1013476	1013643	complete	tig00000001:994191-994358
gene-YDR277C		1014401	1015702	complete	tig00000001:995116-996417
rna-NM_001180585.3		1014401	1015702	complete	tig00000001:995116-996417
exon-NM_001180585.3-1		1014401	1015702	complete	tig00000001:995116-996417
cds-NP_010563.3		1014401	1015702	complete	tig00000001:995116-996417
id-NC_001136.10:1016670..1016911		1016670	1016911	complete	tig00000001:997385-997626
gene-YDR278C		1017001	1017318	complete	tig00000001:997716-998033
rna-NM_001348816.1		1017001	1017318	complete	tig00000001:997716-998033
exon-NM_001348816.1-1		1017001	1017318	complete	tig00000001:997716-998033
cds-NP_001335761.1		1017001	1017318	complete	tig00000001:997716-998033
gene-YNCD0021C		1017207	1017278	complete	tig00000001:997922-997993
rna-YNCD0021C		1017207	1017278	complete	tig00000001:997922-997993
exon-YNCD0021C-1		1017207	1017278	complete	tig00000001:997922-997993
gene-YDR279W		1019368	1020420	complete	tig00000001:1000083-1001135
rna-NM_001180587.3		1019368	1020420	complete	tig00000001:1000083-1001135
exon-NM_001180587.3-1		1019368	1020420	complete	tig00000001:1000083-1001135
cds-NP_010565.3		1019368	1020420	complete	tig00000001:1000083-1001135
gene-YDR280W		1020747	1021664	complete	tig00000001:1001462-1002379
rna-NM_001180588.1		1020747	1021664	complete	tig00000001:1001462-1002379
exon-NM_001180588.1-1		1020747	1021664	complete	tig00000001:1001462-1002379
cds-NP_010566.1		1020747	1021664	complete	tig00000001:1001462-1002379
gene-YDR281C		1022007	1022321	complete	tig00000001:1002722-1003036
rna-NM_001180589.1		1022007	1022321	complete	tig00000001:1002722-1003036
exon-NM_001180589.1-1		1022007	1022321	complete	tig00000001:1002722-1003036
cds-NP_010567.1		1022007	1022321	complete	tig00000001:1002722-1003036
id-NC_001136.10:1023137..1023477		1023137	1023477	complete	tig00000001:1003852-1004192
gene-YDR282C		1023511	1024755	complete	tig00000001:1004226-1005470
rna-NM_001180590.3		1023511	1024755	complete	tig00000001:1004226-1005470
exon-NM_001180590.3-1		1023511	1024755	complete	tig00000001:1004226-1005470
cds-NP_010568.3		1023511	1024755	complete	tig00000001:1004226-1005470
gene-YDR283C		1025070	1030049	complete	tig00000001:1005785-1010764
rna-NM_001180591.3		1025070	1030049	complete	tig00000001:1005785-1010764
exon-NM_001180591.3-1		1025070	1030049	complete	tig00000001:1005785-1010764
cds-NP_010569.3		1025070	1030049	complete	tig00000001:1005785-1010764
gene-YDR284C		1030550	1031419	complete	tig00000001:1011265-1012134
rna-NM_001180592.1		1030550	1031419	complete	tig00000001:1011265-1012134
exon-NM_001180592.1-1		1030550	1031419	complete	tig00000001:1011265-1012134
cds-NP_010570.1		1030550	1031419	complete	tig00000001:1011265-1012134
gene-YDR285W		1032436	1035063	complete	tig00000001:1013151-1015778
rna-NM_001180593.1		1032436	1035063	complete	tig00000001:1013151-1015778
exon-NM_001180593.1-1		1032436	1035063	complete	tig00000001:1013151-1015778
cds-NP_010571.1		1032436	1035063	complete	tig00000001:1013151-1015778
gene-YDR286C		1035231	1035575	complete	tig00000001:1015946-1016290
rna-NM_001180594.3		1035231	1035575	complete	tig00000001:1015946-1016290
exon-NM_001180594.3-1		1035231	1035575	complete	tig00000001:1015946-1016290
cds-NP_010572.3		1035231	1035575	complete	tig00000001:1015946-1016290
gene-YDR287W		1035995	1036873	complete	tig00000001:1016710-1017588
rna-NM_001180595.3		1035995	1036873	complete	tig00000001:1016710-1017588
exon-NM_001180595.3-1		1035995	1036873	complete	tig00000001:1016710-1017588
cds-NP_010573.3		1035995	1036873	complete	tig00000001:1016710-1017588
gene-YDR288W		1037195	1038106	complete	tig00000001:1017910-1018821
rna-NM_001180596.1		1037195	1038106	complete	tig00000001:1017910-1018821
exon-NM_001180596.1-1		1037195	1038106	complete	tig00000001:1017910-1018821
cds-NP_010574.1		1037195	1038106	complete	tig00000001:1017910-1018821
gene-YDR289C		1038280	1039509	complete	tig00000001:1018995-1020224
rna-NM_001180597.1		1038280	1039509	complete	tig00000001:1018995-1020224
exon-NM_001180597.1-1		1038280	1039509	complete	tig00000001:1018995-1020224
cds-NP_010575.1		1038280	1039509	complete	tig00000001:1018995-1020224
gene-YDR291W		1039728	1042961	complete	tig00000001:1020443-1023676
rna-NM_001180599.3		1039728	1042961	complete	tig00000001:1020443-1023676
exon-NM_001180599.3-1		1039728	1042961	complete	tig00000001:1020443-1023676
cds-NP_010577.3		1039728	1042961	complete	tig00000001:1020443-1023676
gene-YDR292C		1043146	1045011	complete	tig00000001:1023861-1025726
rna-NM_001180600.3		1043146	1045011	complete	tig00000001:1023861-1025726
exon-NM_001180600.3-1		1043146	1045011	complete	tig00000001:1023861-1025726
cds-NP_010578.3		1043146	1045011	complete	tig00000001:1023861-1025726
gene-YDR293C		1045640	1049392	complete	tig00000001:1026355-1030107
rna-NM_001180601.1		1045640	1049392	complete	tig00000001:1026355-1030107
exon-NM_001180601.1-1		1045640	1049392	complete	tig00000001:1026355-1030107
cds-NP_010579.1		1045640	1049392	complete	tig00000001:1026355-1030107
gene-YDR294C		1050459	1052228	complete	tig00000001:1031174-1032943
rna-NM_001180602.1		1050459	1052228	complete	tig00000001:1031174-1032943
exon-NM_001180602.1-1		1050459	1052228	complete	tig00000001:1031174-1032943
cds-NP_010580.1		1050459	1052228	complete	tig00000001:1031174-1032943
gene-YDR295C		1052623	1054647	complete	tig00000001:1033338-1035362
rna-NM_001180603.3		1052623	1054647	complete	tig00000001:1033338-1035362
exon-NM_001180603.3-1		1052623	1054647	complete	tig00000001:1033338-1035362
cds-NP_010581.3		1052623	1054647	complete	tig00000001:1033338-1035362
gene-YDR296W		1055212	1055892	complete	tig00000001:1035927-1036607
rna-NM_001180604.3		1055212	1055892	complete	tig00000001:1035927-1036607
exon-NM_001180604.3-1		1055212	1055892	complete	tig00000001:1035927-1036607
cds-NP_010582.3		1055212	1055892	complete	tig00000001:1035927-1036607
gene-YDR297W		1056551	1057600	complete	tig00000001:1037266-1038315
rna-NM_001180605.1		1056551	1057600	complete	tig00000001:1037266-1038315
exon-NM_001180605.1-1		1056551	1057600	complete	tig00000001:1037266-1038315
cds-NP_010583.1		1056551	1057600	complete	tig00000001:1037266-1038315
id-NC_001136.10:1057841..1057951		1057841	1057951	complete	tig00000001:1038556-1038666
gene-YDR298C		1058176	1058814	complete	tig00000001:1038891-1039529
rna-NM_001180606.1		1058176	1058814	complete	tig00000001:1038891-1039529
exon-NM_001180606.1-1		1058176	1058814	complete	tig00000001:1038891-1039529
cds-NP_010584.1		1058176	1058814	complete	tig00000001:1038891-1039529
gene-YDR299W		1059627	1061231	complete	tig00000001:1040342-1041946
rna-NM_001180607.3		1059627	1061231	complete	tig00000001:1040342-1041946
exon-NM_001180607.3-1		1059627	1061231	complete	tig00000001:1040342-1041946
cds-NP_010585.3		1059627	1061231	complete	tig00000001:1040342-1041946
gene-YDR300C		1061505	1062791	complete	tig00000001:1042220-1043506
rna-NM_001180608.3		1061505	1062791	complete	tig00000001:1042220-1043506
exon-NM_001180608.3-1		1061505	1062791	complete	tig00000001:1042220-1043506
cds-NP_010586.3		1061505	1062791	complete	tig00000001:1042220-1043506
gene-YDR301W		1063352	1067425	complete	tig00000001:1044067-1048140
rna-NM_001180609.1		1063352	1067425	complete	tig00000001:1044067-1048140
exon-NM_001180609.1-1		1063352	1067425	complete	tig00000001:1044067-1048140
cds-NP_010587.1		1063352	1067425	complete	tig00000001:1044067-1048140
gene-YDR302W		1067731	1068390	complete	tig00000001:1048446-1049105
rna-NM_001180610.1		1067731	1068390	complete	tig00000001:1048446-1049105
exon-NM_001180610.1-1		1067731	1068390	complete	tig00000001:1048446-1049105
cds-NP_010588.1		1067731	1068390	complete	tig00000001:1048446-1049105
gene-YDR303C		1068729	1071386	complete	tig00000001:1049444-1052101
rna-NM_001180611.3		1068729	1071386	complete	tig00000001:1049444-1052101
exon-NM_001180611.3-1		1068729	1071386	complete	tig00000001:1049444-1052101
cds-NP_010589.3		1068729	1071386	complete	tig00000001:1049444-1052101
gene-YDR304C		1071880	1072557	complete	tig00000001:1052595-1053272
rna-NM_001180612.3		1071880	1072557	complete	tig00000001:1052595-1053272
exon-NM_001180612.3-1		1071880	1072557	complete	tig00000001:1052595-1053272
cds-NP_010590.3		1071880	1072557	complete	tig00000001:1052595-1053272
gene-YDR305C		1072746	1073488	complete	tig00000001:1053461-1054203
rna-NM_001180613.1		1072746	1073488	complete	tig00000001:1053461-1054203
exon-NM_001180613.1-1		1073402	1073488	complete	tig00000001:1054117-1054203
exon-NM_001180613.1-2		1072746	1073312	complete	tig00000001:1053461-1054027
cds-NP_010591.1		1073402	1073488	complete	tig00000001:1054117-1054203
cds-NP_010591.1		1072746	1073312	complete	tig00000001:1053461-1054027
gene-YDR306C		1073735	1075171	complete	tig00000001:1054450-1055886
rna-NM_001180614.1		1073735	1075171	complete	tig00000001:1054450-1055886
exon-NM_001180614.1-1		1073735	1075171	complete	tig00000001:1054450-1055886
cds-NP_010592.1		1073735	1075171	complete	tig00000001:1054450-1055886
gene-YNCD0022C		1075472	1075544	complete	tig00000001:1056187-1056259
rna-YNCD0022C		1075472	1075544	complete	tig00000001:1056187-1056259
exon-YNCD0022C-1		1075472	1075544	complete	tig00000001:1056187-1056259
gene-YDR307W		1075865	1077853	complete	tig00000001:1056580-1058568
rna-NM_001180615.3		1075865	1077853	complete	tig00000001:1056580-1058568
exon-NM_001180615.3-1		1075865	1077853	complete	tig00000001:1056580-1058568
cds-NP_010593.3		1075865	1077853	complete	tig00000001:1056580-1058568
gene-YDR308C		1078027	1078449	complete	tig00000001:1058742-1059164
rna-NM_001180616.3		1078027	1078449	complete	tig00000001:1058742-1059164
exon-NM_001180616.3-1		1078027	1078449	complete	tig00000001:1058742-1059164
cds-NP_010594.3		1078027	1078449	complete	tig00000001:1058742-1059164
gene-YDR309C		1079048	1080199	complete	tig00000001:1059763-1060914
rna-NM_001180617.1		1079048	1080199	complete	tig00000001:1059763-1060914
exon-NM_001180617.1-1		1079048	1080199	complete	tig00000001:1059763-1060914
cds-NP_010595.1		1079048	1080199	complete	tig00000001:1059763-1060914
gene-YDR310C		1081128	1084316	complete	tig00000001:1061843-1065031
rna-NM_001180618.1		1081128	1084316	complete	tig00000001:1061843-1065031
exon-NM_001180618.1-1		1081128	1084316	complete	tig00000001:1061843-1065031
cds-NP_010596.1		1081128	1084316	complete	tig00000001:1061843-1065031
gene-YDR311W		1085065	1086993	complete	tig00000001:1065780-1067708
rna-NM_001180619.3		1085065	1086993	complete	tig00000001:1065780-1067708
exon-NM_001180619.3-1		1085065	1086993	complete	tig00000001:1065780-1067708
cds-NP_010597.3		1085065	1086993	complete	tig00000001:1065780-1067708
gene-YDR312W		1087581	1088942	complete	tig00000001:1068296-1069657
rna-NM_001180620.3		1087581	1088942	complete	tig00000001:1068296-1069657
exon-NM_001180620.3-1		1087581	1088942	complete	tig00000001:1068296-1069657
cds-NP_010598.3		1087581	1088942	complete	tig00000001:1068296-1069657
gene-YDR313C		1089219	1090079	complete	tig00000001:1069934-1070794
rna-NM_001180621.1		1089219	1090079	complete	tig00000001:1069934-1070794
exon-NM_001180621.1-1		1089219	1090079	complete	tig00000001:1069934-1070794
cds-NP_010599.1		1089219	1090079	complete	tig00000001:1069934-1070794
gene-YDR314C		1090433	1092511	complete	tig00000001:1071148-1073226
rna-NM_001180622.1		1090433	1092511	complete	tig00000001:1071148-1073226
exon-NM_001180622.1-1		1090433	1092511	complete	tig00000001:1071148-1073226
cds-NP_010600.1		1090433	1092511	complete	tig00000001:1071148-1073226
gene-YDR315C		1092741	1093586	complete	tig00000001:1073456-1074301
rna-NM_001180623.3		1092741	1093586	complete	tig00000001:1073456-1074301
exon-NM_001180623.3-1		1092741	1093586	complete	tig00000001:1073456-1074301
cds-NP_010601.3		1092741	1093586	complete	tig00000001:1073456-1074301
gene-YDR316W		1093763	1095178	complete	tig00000001:1074478-1075893
rna-NM_001180624.3		1093763	1095178	complete	tig00000001:1074478-1075893
exon-NM_001180624.3-1		1093763	1095178	complete	tig00000001:1074478-1075893
cds-NP_010602.3		1093763	1095178	complete	tig00000001:1074478-1075893
gene-YNCD0023C		1095370	1095461	complete	tig00000001:1076085-1076176
rna-YNCD0023C		1095370	1095461	complete	tig00000001:1076085-1076176
exon-YNCD0023C-1		1095425	1095461	complete	tig00000001:1076140-1076176
exon-YNCD0023C-2		1095370	1095405	complete	tig00000001:1076085-1076120
